Common name 	Scientific name 	Status 	No. 	No. Back
Itombwe Flycatcher 	Muscicapa itombwensis 		0 	0
African Dusky Flycatcher 	Muscicapa adusta 		62 	16
Little Grey Flycatcher 	Muscicapa epulata 		1 	0
Yellow-footed Flycatcher 	Muscicapa sethsmithi 		7 	0
Dusky-blue Flycatcher 	Muscicapa comitata 		6 	1
Tessmann's Flycatcher 	Muscicapa tessmanni 		9 	0
Sooty Flycatcher 	Muscicapa infuscata 		2 	0
Ussher's Flycatcher 	Muscicapa ussheri 		2 	0
Böhm's Flycatcher 	Muscicapa boehmi 		2 	0
Blue-and-white Flycatcher 	Cyanoptila cyanomelana 		399 	357
European Robin 	Erithacus rubecula 		3036 	7759
Red-throated Alethe 	Chamaetylas poliophrys 		13 	1
Brown-chested Alethe 	Chamaetylas poliocephala 		12 	1
White-chested Alethe 	Chamaetylas fuelleborni 		31 	15
Thyolo Alethe 	Chamaetylas choloensis 		4 	0
White-bellied Robin-Chat 	Cossyphicula roberti 		6 	1
Mountain Robin-Chat 	Cossypha isabellae 		4 	4
Archer's Ground Robin 	Cossypha archeri 		19 	0
Olive-flanked Ground Robin 	Cossypha anomala 		68 	8
Cape Robin-Chat 	Cossypha caffra 		141 	93
White-throated Robin-Chat 	Cossypha humeralis 		37 	3
Angolan Cave Chat 	Cossypha ansorgei 		3 	0
Grey-winged Robin-Chat 	Cossypha polioptera 		13 	0
Blue-shouldered Robin-Chat 	Cossypha cyanocampter 		25 	2
Rüppell's Robin-Chat 	Cossypha semirufa 		96 	12
White-browed Robin-Chat 	Cossypha heuglini 		179 	55
Red-capped Robin-Chat 	Cossypha natalensis 		73 	8
Chorister Robin-Chat 	Cossypha dichroa 		48 	12
White-headed Robin-Chat 	Cossypha heinrichi 		1 	0
Snowy-crowned Robin-Chat 	Cossypha niveicapilla 		47 	10
White-crowned Robin-Chat 	Cossypha albicapillus 		23 	17
Swynnerton's Robin 	Swynnertonia swynnertoni 		64 	28
White-starred Robin 	Pogonocichla stellata 		60 	28
Forest Robin 	Stiphrornis erythrothorax 		41 	12
Bocage's Akalat 	Sheppardia bocagei 		7 	3
Lowland Akalat 	Sheppardia cyornithopsis 		0 	0
Equatorial Akalat 	Sheppardia aequatorialis 		10 	4
Sharpe's Akalat 	Sheppardia sharpei 		55 	22
East Coast Akalat 	Sheppardia gunningi 		10 	1
Gabela Akalat 	Sheppardia gabela 		0 	0
Rubeho Akalat 	Sheppardia aurantiithorax 		16 	2
Usambara Akalat 	Sheppardia montana 		12 	0
Iringa Akalat 	Sheppardia lowei 		14 	3
Collared Palm Thrush 	Cichladusa arquata 		22 	4
Rufous-tailed Palm Thrush 	Cichladusa ruficauda 		12 	4
Spotted Palm Thrush 	Cichladusa guttata 		86 	9
Bluethroat 	Luscinia svecica 		680 	150
Thrush Nightingale 	Luscinia luscinia 		539 	578
Common Nightingale 	Luscinia megarhynchos 		1500 	1589
White-throated Robin 	Irania gutturalis 		23 	3
Siberian Rubythroat 	Calliope calliope 		167 	26
European Pied Flycatcher 	Ficedula hypoleuca 		625 	389
Atlas Pied Flycatcher 	Ficedula speculigera 		19 	21
Collared Flycatcher 	Ficedula albicollis 		283 	21
Semicollared Flycatcher 	Ficedula semitorquata 		29 	5
Red-breasted Flycatcher 	Ficedula parva 		543 	45
Taiga Flycatcher 	Ficedula albicilla 		128 	14
Eversmann's Redstart 	Phoenicurus erythronotus 		6 	3
Black Redstart 	Phoenicurus ochruros 		702 	525
Common Redstart 	Phoenicurus phoenicurus 		916 	425
Moussier's Redstart 	Phoenicurus moussieri 		24 	1
White-winged Cliff Chat 	Monticola semirufus 		4 	0
Cape Rock Thrush 	Monticola rupestris 		29 	4
Sentinel Rock Thrush 	Monticola explorator 		3 	0
Short-toed Rock Thrush 	Monticola brevipes 		3 	0
Miombo Rock Thrush 	Monticola angolensis 		5 	1
Common Rock Thrush 	Monticola saxatilis 		64 	15
Little Rock Thrush 	Monticola rufocinereus 		6 	1
Blue Rock Thrush 	Monticola solitarius 		180 	34
Littoral Rock Thrush 	Monticola imerina 		17 	0
Forest Rock Thrush 	Monticola sharpei 		19 	0
Whinchat 	Saxicola rubetra 		360 	93
European Stonechat 	Saxicola rubicola 		381 	245
Siberian Stonechat 	Saxicola maurus 		47 	7
Madagascan Stonechat 	Saxicola sibilla 		9 	0
Pied Bush Chat 	Saxicola caprata 		95 	13
Buff-streaked Chat 	Campicoloides bifasciatus 		12 	1
Sickle-winged Chat 	Emarginata sinuata 		14 	0
Karoo Chat 	Emarginata schlegelii 		12 	0
Tractrac Chat 	Emarginata tractrac 		6 	0
Moorland Chat 	Pinarochroa sordida 		9 	0
Mocking Cliff Chat 	Thamnolaea cinnamomeiventris 		45 	1
White-crowned Cliff Chat 	Thamnolaea coronata 		1 	0
Sooty Chat 	Myrmecocichla nigra 		12 	0
Anteater Chat 	Myrmecocichla aethiops 		11 	0
Congo Moor Chat 	Myrmecocichla tholloni 		0 	0
Ant-eating Chat 	Myrmecocichla formicivora 		45 	2
Rüppell's Black Chat 	Myrmecocichla melaena 		6 	0
Mountain Wheatear 	Myrmecocichla monticola 		17 	0
Arnot's Chat 	Myrmecocichla arnotti 		21 	3
Ruaha Chat 	Myrmecocichla collaris 		16 	0
Northern Wheatear 	Oenanthe oenanthe 		230 	26
Capped Wheatear 	Oenanthe pileata 		26 	0
Red-breasted Wheatear 	Oenanthe bottae 		3 	0
Heuglin's Wheatear 	Oenanthe heuglini 		0 	0
Isabelline Wheatear 	Oenanthe isabellina 		120 	9
Hooded Wheatear 	Oenanthe monacha 		5 	0
Desert Wheatear 	Oenanthe deserti 		44 	5
Black-eared Wheatear 	Oenanthe hispanica 		102 	38
Cyprus Wheatear 	Oenanthe cypriaca 		16 	4
Pied Wheatear 	Oenanthe pleschanka 		51 	10
White-fronted Black Chat 	Oenanthe albifrons 		3 	0
Somali Wheatear 	Oenanthe phillipsi 		0 	0
Red-rumped Wheatear 	Oenanthe moesta 		16 	0
Blackstart 	Oenanthe melanura 		17 	6
Familiar Chat 	Oenanthe familiaris 		22 	3
Brown-tailed Rock Chat 	Oenanthe scotocerca 		16 	0
Sombre Rock Chat 	Oenanthe dubia 		10 	0
Variable Wheatear 	Oenanthe picata 		4 	0
Black Wheatear 	Oenanthe leucura 		49 	6
Abyssinian Wheatear 	Oenanthe lugubris 		10 	1
White-crowned Wheatear 	Oenanthe leucopyga 		22 	7
Hume's Wheatear 	Oenanthe albonigra 		9 	0
Finsch's Wheatear 	Oenanthe finschii 		10 	0
Mourning Wheatear 	Oenanthe lugens 		2 	0
Arabian Wheatear 	Oenanthe lugentoides 		5 	0
Red-tailed Wheatear 	Oenanthe chrysopygia 		8 	1
Boulder Chat 	Pinarornis plumosus 		13 	0
Herero Chat 	Namibornis herero 		3 	0
White-throated Dipper 	Cinclus cinclus 		161 	5
Fraser's Sunbird 	Deleornis fraseri 		6 	0
Grey-headed Sunbird 	Deleornis axillaris 		1 	0
Plain-backed Sunbird 	Anthreptes reichenowi 		13 	0
Anchieta's Sunbird 	Anthreptes anchietae 		8 	0
Mangrove Sunbird 	Anthreptes gabonicus 		8 	3
Western Violet-backed Sunbird 	Anthreptes longuemarei 		6 	0
Eastern Violet-backed Sunbird 	Anthreptes orientalis 		18 	2
Uluguru Violet-backed Sunbird 	Anthreptes neglectus 		1 	0
Violet-tailed Sunbird 	Anthreptes aurantius 		0 	0
Little Green Sunbird 	Anthreptes seimundi 		2 	3
Grey-chinned Sunbird 	Anthreptes rectirostris 		10 	3
Banded Green Sunbird 	Anthreptes rubritorques 		7 	0
Collared Sunbird 	Hedydipna collaris 		158 	43
Pygmy Sunbird 	Hedydipna platura 		15 	6
Nile Valley Sunbird 	Hedydipna metallica 		16 	12
Amani Sunbird 	Hedydipna pallidigaster 		5 	0
Reichenbach's Sunbird 	Anabathmis reichenbachii 		12 	1
Principe Sunbird 	Anabathmis hartlaubii 		3 	4
Newton's Sunbird 	Anabathmis newtonii 		14 	3
Giant Sunbird 	Dreptes thomensis 		15 	2
Orange-breasted Sunbird 	Anthobaphes violacea 		17 	2
Green-headed Sunbird 	Cyanomitra verticalis 		20 	0
Bannerman's Sunbird 	Cyanomitra bannermani 		3 	0
Blue-throated Brown Sunbird 	Cyanomitra cyanolaema 		12 	11
Cameroon Sunbird 	Cyanomitra oritis 		6 	2
Blue-headed Sunbird 	Cyanomitra alinae 		11 	0
Olive Sunbird 	Cyanomitra olivacea 		229 	168
Grey Sunbird 	Cyanomitra veroxii 		52 	36
Buff-throated Sunbird 	Chalcomitra adelberti 		4 	2
Carmelite Sunbird 	Chalcomitra fuliginosa 		8 	0
Green-throated Sunbird 	Chalcomitra rubescens 		13 	0
Amethyst Sunbird 	Chalcomitra amethystina 		48 	16
Scarlet-chested Sunbird 	Chalcomitra senegalensis 		75 	24
Hunter's Sunbird 	Chalcomitra hunteri 		6 	0
Socotra Sunbird 	Chalcomitra balfouri 		4 	0
Bocage's Sunbird 	Nectarinia bocagii 		0 	0
Purple-breasted Sunbird 	Nectarinia purpureiventris 		0 	0
Tacazze Sunbird 	Nectarinia tacazze 		12 	5
Bronzy Sunbird 	Nectarinia kilimensis 		41 	22
Malachite Sunbird 	Nectarinia famosa 		62 	7
Scarlet-tufted Sunbird 	Nectarinia johnstoni 		6 	0
Golden-winged Sunbird 	Drepanorhynchus reichenowi 		6 	0
Olive-bellied Sunbird 	Cinnyris chloropygius 		67 	38
Tiny Sunbird 	Cinnyris minullus 		2 	0
Eastern Miombo Sunbird 	Cinnyris manoensis 		6 	0
Southern Double-collared Sunbird 	Cinnyris chalybeus 		70 	64
Neergaard's Sunbird 	Cinnyris neergaardi 		3 	0
Rwenzori Double-collared Sunbird 	Cinnyris stuhlmanni 		7 	0
Prigogine's Double-collared Sunbird 	Cinnyris prigoginei 		0 	0
Ludwig's Double-collared Sunbird 	Cinnyris ludovicensis 		0 	0
Northern Double-collared Sunbird 	Cinnyris reichenowi 		43 	29
Greater Double-collared Sunbird 	Cinnyris afer 		20 	6
Regal Sunbird 	Cinnyris regius 		19 	2
Rockefeller's Sunbird 	Cinnyris rockefelleri 		0 	0
Eastern Double-collared Sunbird 	Cinnyris mediocris 		21 	5
Usambara Double-collared Sunbird 	Cinnyris usambaricus 		15 	0
Forest Double-collared Sunbird 	Cinnyris fuelleborni 		8 	0
Moreau's Sunbird 	Cinnyris moreaui 		49 	7
Loveridge's Sunbird 	Cinnyris loveridgei 		12 	3
Beautiful Sunbird 	Cinnyris pulchellus 		45 	22
Marico Sunbird 	Cinnyris mariquensis 		50 	14
Shelley's Sunbird 	Cinnyris shelleyi 		1 	0
Hofmann's Sunbird 	Cinnyris hofmanni 		0 	0
Congo Sunbird 	Cinnyris congensis 		0 	0
Red-chested Sunbird 	Cinnyris erythrocercus 		21 	4
Black-bellied Sunbird 	Cinnyris nectarinioides 		14 	2
Purple-banded Sunbird 	Cinnyris bifasciatus 		44 	2
Tsavo Sunbird 	Cinnyris tsavoensis 		9 	1
Violet-breasted Sunbird 	Cinnyris chalcomelas 		1 	0
Pemba Sunbird 	Cinnyris pembae 		9 	0
Orange-tufted Sunbird 	Cinnyris bouvieri 		7 	0
Palestine Sunbird 	Cinnyris osea 		31 	15
Shining Sunbird 	Cinnyris habessinicus 		24 	4
Splendid Sunbird 	Cinnyris coccinigastrus 		58 	7
Johanna's Sunbird 	Cinnyris johannae 		7 	0
Superb Sunbird 	Cinnyris superbus 		5 	0
Rufous-winged Sunbird 	Cinnyris rufipennis 		21 	1
Oustalet's Sunbird 	Cinnyris oustaleti 		0 	0
White-bellied Sunbird 	Cinnyris talatala 		60 	28
Variable Sunbird 	Cinnyris venustus 		120 	47
Dusky Sunbird 	Cinnyris fuscus 		27 	8
Ursula's Sunbird 	Cinnyris ursulae 		1 	0
Bates's Sunbird 	Cinnyris batesi 		8 	0
Copper Sunbird 	Cinnyris cupreus 		22 	2
Souimanga Sunbird 	Cinnyris sovimanga 		41 	53
Malagasy Green Sunbird 	Cinnyris notatus 		19 	2
House Sparrow 	Passer domesticus 		1611 	3742
Spanish Sparrow 	Passer hispaniolensis 		161 	288
Somali Sparrow 	Passer castanopterus 		1 	0
Dead Sea Sparrow 	Passer moabiticus 		15 	2
Iago Sparrow 	Passer iagoensis 		11 	3
Great Sparrow 	Passer motitensis 		9 	0
Socotra Sparrow 	Passer insularis 		4 	3
Abd al-Kuri Sparrow 	Passer hemileucus 		0 	0
Kenya Sparrow 	Passer rufocinctus 		35 	22
Shelley's Sparrow 	Passer shelleyi 		11 	0
Kordofan Sparrow 	Passer cordofanicus 		0 	0
Cape Sparrow 	Passer melanurus 		43 	49
Northern Grey-headed Sparrow 	Passer griseus 		58 	74
Swainson's Sparrow 	Passer swainsonii 		19 	24
Parrot-billed Sparrow 	Passer gongonensis 		6 	4
Swahili Sparrow 	Passer suahelicus 		8 	3
Southern Grey-headed Sparrow 	Passer diffusus 		45 	64
Desert Sparrow 	Passer simplex 		24 	5
Eurasian Tree Sparrow 	Passer montanus 		1792 	2228
Sudan Golden Sparrow 	Passer luteus 		12 	8
Arabian Golden Sparrow 	Passer euchlorus 		0 	0
Chestnut Sparrow 	Passer eminibey 		9 	0
Pale Rockfinch 	Carpospiza brachydactyla 		20 	1
Rock Sparrow 	Petronia petronia 		155 	216
Yellow-throated Bush Sparrow 	Gymnoris superciliaris 		37 	8
Sahel Bush Sparrow 	Gymnoris dentata 		29 	14
Yellow-spotted Bush Sparrow 	Gymnoris pyrgita 		17 	0
Yellow-throated Sparrow 	Gymnoris xanthocollis 		35 	7
White-billed Buffalo Weaver 	Bubalornis albirostris 		16 	9
Red-billed Buffalo Weaver 	Bubalornis niger 		23 	6
White-headed Buffalo Weaver 	Dinemellia dinemelli 		36 	13
White-browed Sparrow-Weaver 	Plocepasser mahali 		100 	89
Chestnut-crowned Sparrow-Weaver 	Plocepasser superciliosus 		24 	1
Donaldson Smith's Sparrow-Weaver 	Plocepasser donaldsoni 		1 	0
Chestnut-backed Sparrow-Weaver 	Plocepasser rufoscapulatus 		6 	0
Rufous-tailed Weaver 	Histurgops ruficauda 		16 	4
Grey-capped Social Weaver 	Pseudonigrita arnaudi 		22 	8
Black-capped Social Weaver 	Pseudonigrita cabanisi 		9 	3
Sociable Weaver 	Philetairus socius 		27 	12
Scaly-feathered Weaver 	Sporopipes squamifrons 		16 	8
Speckle-fronted Weaver 	Sporopipes frontalis 		15 	1
Thick-billed Weaver 	Amblyospiza albifrons 		24 	2
Baglafecht Weaver 	Ploceus baglafecht 		39 	12
Bannerman's Weaver 	Ploceus bannermani 		8 	2
Bates's Weaver 	Ploceus batesi 		0 	0
Black-chinned Weaver 	Ploceus nigrimentus 		0 	0
Bertram's Weaver 	Ploceus bertrandi 		4 	0
Slender-billed Weaver 	Ploceus pelzelni 		5 	2
Loango Weaver 	Ploceus subpersonatus 		0 	0
Little Weaver 	Ploceus luteolus 		20 	0
Spectacled Weaver 	Ploceus ocularis 		44 	14
Black-necked Weaver 	Ploceus nigricollis 		22 	8
Strange Weaver 	Ploceus alienus 		8 	1
Black-billed Weaver 	Ploceus melanogaster 		6 	1
Cape Weaver 	Ploceus capensis 		33 	22
Bocage's Weaver 	Ploceus temporalis 		0 	0
Eastern Golden Weaver 	Ploceus subaureus 		21 	6
Holub's Golden Weaver 	Ploceus xanthops 		37 	10
Orange Weaver 	Ploceus aurantius 		5 	2
Heuglin's Masked Weaver 	Ploceus heuglini 		1 	0
Golden Palm Weaver 	Ploceus bojeri 		4 	6
Taveta Weaver 	Ploceus castaneiceps 		14 	2
Principe Weaver 	Ploceus princeps 		6 	0
Northern Brown-throated Weaver 	Ploceus castanops 		1 	0
Southern Brown-throated Weaver 	Ploceus xanthopterus 		16 	1
Kilombero Weaver 	Ploceus burnieri 		43 	10
Rüppell's Weaver 	Ploceus galbula 		31 	14
Northern Masked Weaver 	Ploceus taeniopterus 		6 	0
Lesser Masked Weaver 	Ploceus intermedius 		38 	8
Southern Masked Weaver 	Ploceus velatus 		39 	43
Katanga Masked Weaver 	Ploceus katangae 		0 	0
Lufira Masked Weaver 	Ploceus ruweti 		0 	0
Tanzanian Masked Weaver 	Ploceus reichardi 		0 	0
Vitelline Masked Weaver 	Ploceus vitellinus 		30 	17
Speke's Weaver 	Ploceus spekei 		13 	1
Fox's Weaver 	Ploceus spekeoides 		0 	0
Village Weaver 	Ploceus cucullatus 		115 	75
Giant Weaver 	Ploceus grandis 		2 	0
Vieillot's Black Weaver 	Ploceus nigerrimus 		24 	21
Weyns's Weaver 	Ploceus weynsi 		1 	0
Clarke's Weaver 	Ploceus golandi 		3 	1
Juba Weaver 	Ploceus dichrocephalus 		4 	0
Black-headed Weaver 	Ploceus melanocephalus 		48 	82
Golden-backed Weaver 	Ploceus jacksoni 		8 	0
Cinnamon Weaver 	Ploceus badius 		2 	0
Chestnut Weaver 	Ploceus rubiginosus 		12 	2
Golden-naped Weaver 	Ploceus aureonucha 		0 	0
Yellow-mantled Weaver 	Ploceus tricolor 		1 	0
Maxwell's Black Weaver 	Ploceus albinucha 		2 	1
Nelicourvi Weaver 	Ploceus nelicourvi 		12 	1
Sakalava Weaver 	Ploceus sakalava 		15 	0
Compact Weaver 	Ploceus superciliosus 		1 	0
Streaked Weaver 	Ploceus manyar 		9 	1
Baya Weaver 	Ploceus philippinus 		39 	15
Dark-backed Weaver 	Ploceus bicolor 		54 	14
Preuss's Weaver 	Ploceus preussi 		0 	0
Yellow-capped Weaver 	Ploceus dorsomaculatus 		0 	0
Olive-headed Weaver 	Ploceus olivaceiceps 		1 	0
Usambara Weaver 	Ploceus nicolli 		8 	0
Brown-capped Weaver 	Ploceus insignis 		6 	0
Bar-winged Weaver 	Ploceus angolensis 		1 	0
Sao Tome Weaver 	Ploceus sanctithomae 		6 	5
Yellow-legged Weaver 	Ploceus flavipes 		0 	0
Red-crowned Malimbe 	Malimbus coronatus 		0 	0
Cassin's Malimbe 	Malimbus cassini 		0 	0
Rachel's Malimbe 	Malimbus racheliae 		0 	0
Gola Malimbe 	Malimbus ballmanni 		1 	0
Red-vented Malimbe 	Malimbus scutatus 		11 	4
Ibadan Malimbe 	Malimbus ibadanensis 		0 	0
Blue-billed Malimbe 	Malimbus nitens 		28 	7
Red-headed Malimbe 	Malimbus rubricollis 		6 	2
Red-bellied Malimbe 	Malimbus erythrogaster 		0 	0
Crested Malimbe 	Malimbus malimbicus 		9 	3
Red-headed Weaver 	Anaplectes rubriceps 		8 	0
Cardinal Quelea 	Quelea cardinalis 		2 	0
Red-headed Quelea 	Quelea erythrops 		2 	0
Red-billed Quelea 	Quelea quelea 		27 	11
Red Fody 	Foudia madagascariensis 		60 	171
Forest Fody 	Foudia omissa 		6 	2
Bob-tailed Weaver 	Brachycope anomala 		2 	0
Yellow-crowned Bishop 	Euplectes afer 		32 	47
Fire-fronted Bishop 	Euplectes diadematus 		3 	0
Black Bishop 	Euplectes gierowii 		2 	0
Zanzibar Red Bishop 	Euplectes nigroventris 		2 	1
Black-winged Red Bishop 	Euplectes hordeaceus 		12 	3
Southern Red Bishop 	Euplectes orix 		38 	19
Northern Red Bishop 	Euplectes franciscanus 		17 	3
Golden-backed Bishop 	Euplectes aureus 		1 	0
Yellow Bishop 	Euplectes capensis 		34 	4
Fan-tailed Widowbird 	Euplectes axillaris 		6 	0
Yellow-mantled Widowbird 	Euplectes macroura 		9 	1
Marsh Widowbird 	Euplectes hartlaubi 		13 	3
Montane Widowbird 	Euplectes psammacromius 		5 	2
White-winged Widowbird 	Euplectes albonotatus 		12 	7
Red-collared Widowbird 	Euplectes ardens 		14 	7
Long-tailed Widowbird 	Euplectes progne 		22 	7
Jackson's Widowbird 	Euplectes jacksoni 		0 	0
Woodhouse's Antpecker 	Parmoptila woodhousei 		0 	0
Red-fronted Antpecker 	Parmoptila rubrifrons 		4 	0
Jameson's Antpecker 	Parmoptila jamesoni 		0 	0
White-breasted Nigrita 	Nigrita fusconotus 		10 	7
Chestnut-breasted Nigrita 	Nigrita bicolor 		10 	1
Pale-fronted Nigrita 	Nigrita luteifrons 		0 	1
Grey-headed Nigrita 	Nigrita canicapillus 		29 	15
Shelley's Oliveback 	Nesocharis shelleyi 		3 	0
White-collared Oliveback 	Nesocharis ansorgei 		1 	0
Grey-headed Oliveback 	Nesocharis capistrata 		1 	0
Red-billed Pytilia 	Pytilia lineata 		0 	0
Red-winged Pytilia 	Pytilia phoenicoptera 		3 	1
Yellow-winged Pytilia 	Pytilia hypogrammica 		0 	0
Orange-winged Pytilia 	Pytilia afra 		3 	0
Green-winged Pytilia 	Pytilia melba 		23 	1
Red-headed Finch 	Amadina erythrocephala 		13 	1
Cut-throat Finch 	Amadina fasciata 		13 	0
Green Twinspot 	Mandingoa nitidula 		12 	0
Red-faced Crimsonwing 	Cryptospiza reichenovii 		22 	3
Abyssinian Crimsonwing 	Cryptospiza salvadorii 		3 	0
Dusky Crimsonwing 	Cryptospiza jacksoni 		5 	0
Shelley's Crimsonwing 	Cryptospiza shelleyi 		0 	0
Black-bellied Seedcracker 	Pyrenestes ostrinus 		0 	1
Crimson Seedcracker 	Pyrenestes sanguineus 		0 	0
Lesser Seedcracker 	Pyrenestes minor 		1 	0
Grant's Bluebill 	Spermophaga poliogenys 		2 	0
Western Bluebill 	Spermophaga haematina 		14 	5
Red-headed Bluebill 	Spermophaga ruficapilla 		2 	0
Brown Twinspot 	Clytospiza monteiri 		1 	0
Pink-throated Twinspot 	Hypargos margaritatus 		6 	0
Red-throated Twinspot 	Hypargos niveoguttatus 		16 	0
Dybowski's Twinspot 	Euschistospiza dybowskii 		1 	0
Dusky Twinspot 	Euschistospiza cinereovinacea 		1 	0
Black-bellied Firefinch 	Lagonosticta rara 		1 	0
Bar-breasted Firefinch 	Lagonosticta rufopicta 		6 	1
Brown Firefinch 	Lagonosticta nitidula 		7 	0
Red-billed Firefinch 	Lagonosticta senegala 		53 	11
Rock Firefinch 	Lagonosticta sanguinodorsalis 		0 	0
Chad Firefinch 	Lagonosticta umbrinodorsalis 		0 	0
Mali Firefinch 	Lagonosticta virata 		4 	1
African Firefinch 	Lagonosticta rubricata 		27 	8
Landana Firefinch 	Lagonosticta landanae 		0 	0
Jameson's Firefinch 	Lagonosticta rhodopareia 		15 	7
Black-faced Firefinch 	Lagonosticta larvata 		4 	0
Blue Waxbill 	Uraeginthus angolensis 		34 	53
Red-cheeked Cordon-bleu 	Uraeginthus bengalus 		64 	78
Blue-capped Cordon-bleu 	Uraeginthus cyanocephalus 		6 	0
Violet-eared Waxbill 	Uraeginthus granatinus 		4 	0
Purple Grenadier 	Uraeginthus ianthinogaster 		17 	0
Yellow-bellied Waxbill 	Coccopygia quartinia 		18 	0
Swee Waxbill 	Coccopygia melanotis 		20 	4
Lavender Waxbill 	Estrilda caerulescens 		10 	6
Grey Waxbill 	Estrilda perreini 		1 	0
Cinderella Waxbill 	Estrilda thomensis 		3 	0
Anambra Waxbill 	Estrilda poliopareia 		3 	0
Fawn-breasted Waxbill 	Estrilda paludicola 		9 	1
Abyssinian Waxbill 	Estrilda ochrogaster 		7 	0
Orange-cheeked Waxbill 	Estrilda melpoda 		9 	2
Crimson-rumped Waxbill 	Estrilda rhodopyga 		12 	0
Arabian Waxbill 	Estrilda rufibarba 		2 	0
Black-rumped Waxbill 	Estrilda troglodytes 		17 	7
Common Waxbill 	Estrilda astrild 		206 	286
Black-lored Waxbill 	Estrilda nigriloris 		0 	0
Black-crowned Waxbill 	Estrilda nonnula 		18 	4
Black-headed Waxbill 	Estrilda atricapilla 		0 	1
Kandt's Waxbill 	Estrilda kandti 		7 	1
Black-faced Waxbill 	Estrilda erythronotos 		9 	1
Black-cheeked Waxbill 	Estrilda charmosyna 		8 	0
Red Avadavat 	Amandava amandava 		48 	2
Orange-breasted Waxbill 	Amandava subflava 		16 	4
Quailfinch 	Ortygospiza atricollis 		39 	29
Locust Finch 	Paludipasser locustella 		10 	0
Madagascan Mannikin 	Lepidopygia nana 		9 	0
African Silverbill 	Euodice cantans 		17 	9
Indian Silverbill 	Euodice malabarica 		24 	4
Grey-headed Silverbill 	Odontospiza caniceps 		8 	0
Bronze Mannikin 	Lonchura cucullata 		39 	49
Black-and-white Mannikin 	Lonchura bicolor 		8 	3
Red-backed Mannikin 	Lonchura nigriceps 		12 	0
Magpie Mannikin 	Lonchura fringilloides 		7 	0
Scaly-breasted Munia 	Lonchura punctulata 		73 	24
Java Sparrow 	Lonchura oryzivora 		6 	2
Village Indigobird 	Vidua chalybeata 		47 	5
Purple Indigobird 	Vidua purpurascens 		13 	0
Jambandu Indigobird 	Vidua raricola 		1 	0
Barka Indigobird 	Vidua larvaticola 		4 	0
Dusky Indigobird 	Vidua funerea 		21 	0
Zambezi Indigobird 	Vidua codringtoni 		3 	0
Wilson's Indigobird 	Vidua wilsoni 		2 	0
Quailfinch Indigobird 	Vidua nigeriae 		0 	0
Jos Plateau Indigobird 	Vidua maryae 		0 	0
Cameroon Indigobird 	Vidua camerunensis 		1 	0
Pin-tailed Whydah 	Vidua macroura 		50 	7
Steel-blue Whydah 	Vidua hypocherina 		0 	0
Straw-tailed Whydah 	Vidua fischeri 		12 	0
Shaft-tailed Whydah 	Vidua regia 		4 	0
Long-tailed Paradise Whydah 	Vidua paradisaea 		6 	0
Sahel Paradise Whydah 	Vidua orientalis 		3 	0
Exclamatory Paradise Whydah 	Vidua interjecta 		1 	0
Togo Paradise Whydah 	Vidua togoensis 		0 	0
Broad-tailed Paradise Whydah 	Vidua obtusa 		2 	0
Cuckoo-finch 	Anomalospiza imberbis 		6 	0
Alpine Accentor 	Prunella collaris 		76 	2
Radde's Accentor 	Prunella ocularis 		10 	0
Black-throated Accentor 	Prunella atrogularis 		9 	3
Dunnock 	Prunella modularis 		1247 	3085
Forest Wagtail 	Dendronanthus indicus 		19 	2
Western Yellow Wagtail 	Motacilla flava 		1060 	559
Citrine Wagtail 	Motacilla citreola 		217 	16
Cape Wagtail 	Motacilla capensis 		43 	7
Madagascan Wagtail 	Motacilla flaviventris 		16 	2
Sao Tome Shorttail 	Motacilla bocagii 		3 	2
Grey Wagtail 	Motacilla cinerea 		481 	372
Mountain Wagtail 	Motacilla clara 		29 	3
White Wagtail 	Motacilla alba 		883 	953
African Pied Wagtail 	Motacilla aguimp 		85 	4
Golden Pipit 	Tmetothylacus tenellus 		1 	0
Sharpe's Longclaw 	Macronyx sharpei 		0 	0
Abyssinian Longclaw 	Macronyx flavicollis 		3 	0
Fülleborn's Longclaw 	Macronyx fuelleborni 		16 	1
Cape Longclaw 	Macronyx capensis 		45 	16
Yellow-throated Longclaw 	Macronyx croceus 		48 	7
Pangani Longclaw 	Macronyx aurantiigula 		1 	0
Rosy-throated Longclaw 	Macronyx ameliae 		8 	0
Grimwood's Longclaw 	Macronyx grimwoodi 		2 	0
Richard's Pipit 	Anthus richardi 		266 	15
African Pipit 	Anthus cinnamomeus 		77 	17
Mountain Pipit 	Anthus hoeschi 		4 	0
Blyth's Pipit 	Anthus godlewskii 		106 	12
Tawny Pipit 	Anthus campestris 		263 	28
Long-billed Pipit 	Anthus similis 		60 	5
Wood Pipit 	Anthus nyassae 		8 	0
Buffy Pipit 	Anthus vaalensis 		3 	0
Plain-backed Pipit 	Anthus leucophrys 		27 	2
Long-legged Pipit 	Anthus pallidiventris 		3 	0
Meadow Pipit 	Anthus pratensis 		568 	839
Tree Pipit 	Anthus trivialis 		929 	514
Olive-backed Pipit 	Anthus hodgsoni 		558 	56
Red-throated Pipit 	Anthus cervinus 		227 	27
Buff-bellied Pipit 	Anthus rubescens 		129 	29
Water Pipit 	Anthus spinoletta 		311 	43
Eurasian Rock Pipit 	Anthus petrosus 		170 	28
Striped Pipit 	Anthus lineiventris 		21 	4
