Common name 	Scientific name 	Status 	No. 	No. Back
Rufous Crab Hawk 	Buteogallus aequinoctialis 		12 	1
Savanna Hawk 	Buteogallus meridionalis 		45 	3
White-necked Hawk 	Buteogallus lacernulatus 		0 	0
Great Black Hawk 	Buteogallus urubitinga 		91 	4
Solitary Eagle 	Buteogallus solitarius 		10 	0
Chaco Eagle 	Buteogallus coronatus 		21 	0
Barred Hawk 	Morphnarchus princeps 		35 	5
Roadside Hawk 	Rupornis magnirostris 		489 	306
Harris's Hawk 	Parabuteo unicinctus 		56 	17
White-rumped Hawk 	Parabuteo leucorrhous 		58 	0
White-tailed Hawk 	Geranoaetus albicaudatus 		49 	2
Variable Hawk 	Geranoaetus polyosoma 		20 	0
Black-chested Buzzard-Eagle 	Geranoaetus melanoleucus 		39 	2
Mantled Hawk 	Pseudastur polionotus 		16 	0
White Hawk 	Pseudastur albicollis 		26 	0
Grey-backed Hawk 	Pseudastur occidentalis 		21 	0
Semiplumbeous Hawk 	Leucopternis semiplumbeus 		23 	2
Black-faced Hawk 	Leucopternis melanops 		41 	2
White-browed Hawk 	Leucopternis kuhli 		28 	17
Grey Hawk 	Buteo plagiatus 		103 	123
Red-shouldered Hawk 	Buteo lineatus 		95 	122
Ridgway's Hawk 	Buteo ridgwayi 		6 	0
Broad-winged Hawk 	Buteo platypterus 		94 	15
White-throated Hawk 	Buteo albigula 		11 	0
Short-tailed Hawk 	Buteo brachyurus 		42 	3
Swainson's Hawk 	Buteo swainsoni 		29 	3
Zone-tailed Hawk 	Buteo albonotatus 		34 	2
Red-tailed Hawk 	Buteo jamaicensis 		126 	30
Rufous-tailed Hawk 	Buteo ventralis 		8 	0
Ferruginous Hawk 	Buteo regalis 		5 	0
Rough-legged Buzzard 	Buteo lagopus 		19 	3
Red-legged Seriema 	Cariama cristata 		80 	74
Black-legged Seriema 	Chunga burmeisteri 		27 	2
Sunbittern 	Eurypyga helias 		78 	13
Sungrebe 	Heliornis fulica 		34 	5
Yellow Rail 	Coturnicops noveboracensis 		36 	11
Speckled Rail 	Coturnicops notatus 		0 	0
Ocellated Crake 	Micropygia schomburgkii 		50 	1
Chestnut-headed Crake 	Anurolimnas castaneiceps 		63 	32
Russet-crowned Crake 	Laterallus viridis 		143 	12
Black-banded Crake 	Laterallus fasciatus 		37 	3
Rufous-sided Crake 	Laterallus melanophaius 		152 	28
Rusty-flanked Crake 	Laterallus levraudi 		14 	1
Ruddy Crake 	Laterallus ruber 		33 	12
White-throated Crake 	Laterallus albigularis 		75 	28
Grey-breasted Crake 	Laterallus exilis 		130 	12
Black Rail 	Laterallus jamaicensis 		111 	3
Red-and-white Crake 	Laterallus leucopyrrhus 		28 	0
Rufous-faced Crake 	Laterallus xenopterus 		36 	0
Mangrove Rail 	Rallus longirostris 		53 	0
King Rail 	Rallus elegans 		58 	7
Plain-flanked Rail 	Rallus wetmorei 		12 	0
Virginia Rail 	Rallus limicola 		183 	41
Bogota Rail 	Rallus semiplumbeus 		46 	1
Austral Rail 	Rallus antarcticus 		21 	0
Corn Crake 	Crex crex 		463 	167
Little Wood Rail 	Aramides mangle 		10 	1
Rufous-necked Wood Rail 	Aramides axillaris 		16 	0
Grey-necked Wood Rail 	Aramides cajaneus 		200 	59
Brown Wood Rail 	Aramides wolfi 		15 	0
Giant Wood Rail 	Aramides ypecaha 		57 	12
Slaty-breasted Wood Rail 	Aramides saracura 		99 	22
Red-winged Wood Rail 	Aramides calopterus 		3 	0
Uniform Crake 	Amaurolimnas concolor 		70 	2
Black Crake 	Amaurornis flavirostra 		63 	23
Sora 	Porzana carolina 		158 	157
Dot-winged Crake 	Porzana spiloptera 		82 	0
Ash-throated Crake 	Porzana albicollis 		105 	15
Yellow-breasted Crake 	Porzana flaviventer 		15 	1
Colombian Crake 	Neocrex colombiana 		1 	0
Paint-billed Crake 	Neocrex erythrops 		43 	0
Spotted Rail 	Pardirallus maculatus 		43 	1
Blackish Rail 	Pardirallus nigricans 		137 	11
Plumbeous Rail 	Pardirallus sanguinolentus 		101 	12
Western Swamphen 	Porphyrio porphyrio 		96 	420
Purple Gallinule 	Porphyrio martinica 		124 	24
Azure Gallinule 	Porphyrio flavirostris 		22 	0
Common Moorhen 	Gallinula chloropus 		1010 	690
Eurasian Coot 	Fulica atra 		933 	1170
American Coot 	Fulica americana 		176 	271
White-winged Coot 	Fulica leucoptera 		8 	1
Andean Coot 	Fulica ardesiaca 		28 	11
Red-gartered Coot 	Fulica armillata 		25 	6
Red-fronted Coot 	Fulica rufifrons 		26 	9
Giant Coot 	Fulica gigantea 		43 	3
Horned Coot 	Fulica cornuta 		6 	0
Grey-winged Trumpeter 	Psophia crepitans 		54 	1
Pale-winged Trumpeter 	Psophia leucoptera 		21 	6
Dark-winged Trumpeter 	Psophia viridis 		30 	0
Sandhill Crane 	Antigone canadensis 		177 	122
Sarus Crane 	Antigone antigone 		22 	0
Whooping Crane 	Grus americana 		3 	0
Common Crane 	Grus grus 		467 	527
Limpkin 	Aramus guarauna 		168 	65
Double-striped Thick-knee 	Burhinus bistriatus 		16 	2
Peruvian Thick-knee 	Burhinus superciliaris 		10 	2
Snowy Sheathbill 	Chionis albus 		6 	0
Magellanic Plover 	Pluvianellus socialis 		4 	0
Magellanic Oystercatcher 	Haematopus leucopodus 		22 	2
Blackish Oystercatcher 	Haematopus ater 		25 	1
Black Oystercatcher 	Haematopus bachmani 		24 	2
American Oystercatcher 	Haematopus palliatus 		98 	17
Eurasian Oystercatcher 	Haematopus ostralegus 		534 	658
Black-winged Stilt 	Himantopus himantopus 		403 	505
Pied Stilt 	Himantopus leucocephalus 		29 	7
Black-necked Stilt 	Himantopus mexicanus 		167 	163
American Avocet 	Recurvirostra americana 		56 	37
Andean Avocet 	Recurvirostra andina 		29 	1
Northern Lapwing 	Vanellus vanellus 		520 	627
Southern Lapwing 	Vanellus chilensis 		262 	329
Andean Lapwing 	Vanellus resplendens 		58 	12
European Golden Plover 	Pluvialis apricaria 		305 	85
Pacific Golden Plover 	Pluvialis fulva 		58 	8
American Golden Plover 	Pluvialis dominica 		73 	3
Grey Plover 	Pluvialis squatarola 		222 	86
Common Ringed Plover 	Charadrius hiaticula 		317 	172
Semipalmated Plover 	Charadrius semipalmatus 		109 	23
Little Ringed Plover 	Charadrius dubius 		475 	84
Wilson's Plover 	Charadrius wilsonia 		49 	5
Killdeer 	Charadrius vociferus 		197 	320
Piping Plover 	Charadrius melodus 		19 	2
Snowy Plover 	Charadrius nivosus 		32 	3
Collared Plover 	Charadrius collaris 		42 	6
Puna Plover 	Charadrius alticola 		9 	0
Two-banded Plover 	Charadrius falklandicus 		11 	1
Lesser Sand Plover 	Charadrius mongolus 		34 	5
Greater Sand Plover 	Charadrius leschenaultii 		18 	0
Eurasian Dotterel 	Charadrius morinellus 		110 	2
Rufous-chested Plover 	Charadrius modestus 		28 	0
Mountain Plover 	Charadrius montanus 		7 	0
Tawny-throated Dotterel 	Oreopholus ruficollis 		16 	0
Diademed Sandpiper-Plover 	Phegornis mitchellii 		22 	0
Pied Plover 	Hoploxypterus cayanus 		33 	4
South American Painted-snipe 	Nycticryphes semicollaris 		1 	0
Northern Jacana 	Jacana spinosa 		63 	13
Wattled Jacana 	Jacana jacana 		147 	59
Rufous-bellied Seedsnipe 	Attagis gayi 		38 	2
White-bellied Seedsnipe 	Attagis malouinus 		8 	0
Grey-breasted Seedsnipe 	Thinocorus orbignyianus 		30 	3
Least Seedsnipe 	Thinocorus rumicivorus 		20 	0
Upland Sandpiper 	Bartramia longicauda 		70 	6
Bristle-thighed Curlew 	Numenius tahitiensis 		31 	4
Whimbrel 	Numenius phaeopus 		473 	96
Little Curlew 	Numenius minutus 		5 	1
Eskimo Curlew 	Numenius borealis 		0 	0
Long-billed Curlew 	Numenius americanus 		77 	17
Far Eastern Curlew 	Numenius madagascariensis 		15 	2
Slender-billed Curlew 	Numenius tenuirostris 		2 	0
Eurasian Curlew 	Numenius arquata 		606 	613
Bar-tailed Godwit 	Limosa lapponica 		80 	11
Black-tailed Godwit 	Limosa limosa 		263 	126
Hudsonian Godwit 	Limosa haemastica 		13 	1
Marbled Godwit 	Limosa fedoa 		75 	37
Ruddy Turnstone 	Arenaria interpres 		178 	55
Black Turnstone 	Arenaria melanocephala 		29 	7
Great Knot 	Calidris tenuirostris 		6 	3
Red Knot 	Calidris canutus 		63 	14
Surfbird 	Calidris virgata 		31 	6
Ruff 	Calidris pugnax 		32 	9
Broad-billed Sandpiper 	Calidris falcinellus 		46 	2
Sharp-tailed Sandpiper 	Calidris acuminata 		10 	1
Stilt Sandpiper 	Calidris himantopus 		43 	9
Curlew Sandpiper 	Calidris ferruginea 		53 	20
Temminck's Stint 	Calidris temminckii 		102 	17
Long-toed Stint 	Calidris subminuta 		17 	0
Spoon-billed Sandpiper 	Calidris pygmaea 		5 	0
Red-necked Stint 	Calidris ruficollis 		20 	2
Sanderling 	Calidris alba 		113 	38
Dunlin 	Calidris alpina 		343 	218
Rock Sandpiper 	Calidris ptilocnemis 		29 	3
Purple Sandpiper 	Calidris maritima 		47 	11
Baird's Sandpiper 	Calidris bairdii 		73 	7
Little Stint 	Calidris minuta 		67 	18
Least Sandpiper 	Calidris minutilla 		111 	41
White-rumped Sandpiper 	Calidris fuscicollis 		52 	10
Buff-breasted Sandpiper 	Calidris subruficollis 		7 	0
Pectoral Sandpiper 	Calidris melanotos 		98 	29
Semipalmated Sandpiper 	Calidris pusilla 		103 	36
Western Sandpiper 	Calidris mauri 		44 	5
Long-billed Dowitcher 	Limnodromus scolopaceus 		90 	40
Short-billed Dowitcher 	Limnodromus griseus 		33 	3
Eurasian Woodcock 	Scolopax rusticola 		302 	62
American Woodcock 	Scolopax minor 		114 	18
Jack Snipe 	Lymnocryptes minimus 		54 	1
Pin-tailed Snipe 	Gallinago stenura 		43 	2
Common Snipe 	Gallinago gallinago 		542 	566
Wilson's Snipe 	Gallinago delicata 		163 	240
South American Snipe 	Gallinago paraguaiae 		74 	8
Puna Snipe 	Gallinago andina 		11 	2
Noble Snipe 	Gallinago nobilis 		36 	7
Giant Snipe 	Gallinago undulata 		73 	2
Fuegian Snipe 	Gallinago stricklandii 		0 	0
Jameson's Snipe 	Gallinago jamesoni 		44 	5
Imperial Snipe 	Gallinago imperialis 		25 	8
Terek Sandpiper 	Xenus cinereus 		76 	14
Wilson's Phalarope 	Phalaropus tricolor 		25 	22
Red-necked Phalarope 	Phalaropus lobatus 		109 	22
Red Phalarope 	Phalaropus fulicarius 		51 	19
Common Sandpiper 	Actitis hypoleucos 		631 	150
Spotted Sandpiper 	Actitis macularius 		112 	26
Green Sandpiper 	Tringa ochropus 		393 	161
Solitary Sandpiper 	Tringa solitaria 		119 	16
Wandering Tattler 	Tringa incana 		16 	1
Grey-tailed Tattler 	Tringa brevipes 		29 	1
Lesser Yellowlegs 	Tringa flavipes 		192 	49
Willet 	Tringa semipalmata 		141 	60
Common Redshank 	Tringa totanus 		640 	851
Marsh Sandpiper 	Tringa stagnatilis 		81 	11
Wood Sandpiper 	Tringa glareola 		389 	190
Spotted Redshank 	Tringa erythropus 		144 	33
Common Greenshank 	Tringa nebularia 		378 	151
Greater Yellowlegs 	Tringa melanoleuca 		161 	57
Oriental Pratincole 	Glareola maldivarum 		23 	4
Brown Noddy 	Anous stolidus 		23 	9
Black Noddy 	Anous minutus 		23 	37
White Tern 	Gygis alba 		41 	80
Black Skimmer 	Rynchops niger 		87 	42
Swallow-tailed Gull 	Creagrus furcatus 		12 	2
Black-legged Kittiwake 	Rissa tridactyla 		146 	103
Red-legged Kittiwake 	Rissa brevirostris 		4 	0
Ivory Gull 	Pagophila eburnea 		2 	0
Sabine's Gull 	Xema sabini 		13 	0
Bonaparte's Gull 	Chroicocephalus philadelphia 		60 	4
Silver Gull 	Chroicocephalus novaehollandiae 		29 	25
Andean Gull 	Chroicocephalus serranus 		56 	3
Brown-hooded Gull 	Chroicocephalus maculipennis 		26 	4
Black-headed Gull 	Chroicocephalus ridibundus 		691 	1424
Grey-headed Gull 	Chroicocephalus cirrocephalus 		31 	31
Little Gull 	Hydrocoloeus minutus 		38 	29
Ross's Gull 	Rhodostethia rosea 		15 	1
Dolphin Gull 	Leucophaeus scoresbii 		9 	0
Laughing Gull 	Leucophaeus atricilla 		83 	92
Franklin's Gull 	Leucophaeus pipixcan 		57 	49
Grey Gull 	Leucophaeus modestus 		10 	6
Belcher's Gull 	Larus belcheri 		9 	4
Olrog's Gull 	Larus atlanticus 		3 	0
Black-tailed Gull 	Larus crassirostris 		30 	14
Heermann's Gull 	Larus heermanni 		41 	4
Mew Gull 	Larus canus 		311 	418
Ring-billed Gull 	Larus delawarensis 		91 	98
California Gull 	Larus californicus 		49 	33
Great Black-backed Gull 	Larus marinus 		116 	52
Kelp Gull 	Larus dominicanus 		66 	32
Glaucous-winged Gull 	Larus glaucescens 		48 	26
Western Gull 	Larus occidentalis 		36 	36
Yellow-footed Gull 	Larus livens 		20 	2
Glaucous Gull 	Larus hyperboreus 		52 	33
Iceland Gull 	Larus glaucoides 		12 	0
American Herring Gull 	Larus smithsonianus 		49 	37
Yellow-legged Gull 	Larus michahellis 		262 	267
Slaty-backed Gull 	Larus schistisagus 		29 	8
Lesser Black-backed Gull 	Larus fuscus 		143 	262
Gull-billed Tern 	Gelochelidon nilotica 		146 	54
Caspian Tern 	Hydroprogne caspia 		162 	56
Royal Tern 	Thalasseus maximus 		93 	48
Sandwich Tern 	Thalasseus sandvicensis 		160 	82
Elegant Tern 	Thalasseus elegans 		95 	29
Least Tern 	Sternula antillarum 		101 	55
Yellow-billed Tern 	Sternula superciliaris 		28 	3
Peruvian Tern 	Sternula lorata 		6 	0
Aleutian Tern 	Onychoprion aleuticus 		17 	2
Spectacled Tern 	Onychoprion lunatus 		0 	0
Bridled Tern 	Onychoprion anaethetus 		16 	0
Sooty Tern 	Onychoprion fuscatus 		17 	13
Roseate Tern 	Sterna dougallii 		79 	21
South American Tern 	Sterna hirundinacea 		19 	1
Common Tern 	Sterna hirundo 		355 	221
Arctic Tern 	Sterna paradisaea 		159 	88
Antarctic Tern 	Sterna vittata 		15 	2
Forster's Tern 	Sterna forsteri 		82 	41
Snowy-crowned Tern 	Sterna trudeaui 		10 	1
Whiskered Tern 	Chlidonias hybrida 		144 	119
White-winged Tern 	Chlidonias leucopterus 		79 	45
Black Tern 	Chlidonias niger 		159 	100
Large-billed Tern 	Phaetusa simplex 		61 	9
Inca Tern 	Larosterna inca 		10 	1
Chilean Skua 	Stercorarius chilensis 		5 	0
South Polar Skua 	Stercorarius maccormicki 		11 	0
Brown Skua 	Stercorarius antarcticus 		15 	1
Great Skua 	Stercorarius skua 		48 	1
Pomarine Jaeger 	Stercorarius pomarinus 		7 	2
Parasitic Jaeger 	Stercorarius parasiticus 		68 	4
Long-tailed Jaeger 	Stercorarius longicaudus 		50 	5
Little Auk 	Alle alle 		9 	1
Thick-billed Murre 	Uria lomvia 		26 	5
Common Murre 	Uria aalge 		98 	114
Razorbill 	Alca torda 		64 	35
Black Guillemot 	Cepphus grylle 		29 	7
Pigeon Guillemot 	Cepphus columba 		7 	1
Marbled Murrelet 	Brachyramphus marmoratus 		10 	0
Long-billed Murrelet 	Brachyramphus perdix 		0 	0
Kittlitz's Murrelet 	Brachyramphus brevirostris 		0 	0
Guadalupe Murrelet 	Synthliboramphus hypoleucus 		0 	0
Craveri's Murrelet 	Synthliboramphus craveri 		1 	0
Ancient Murrelet 	Synthliboramphus antiquus 		10 	0
Cassin's Auklet 	Ptychoramphus aleuticus 		3 	2
Parakeet Auklet 	Aethia psittacula 		5 	4
Least Auklet 	Aethia pusilla 		11 	11
Whiskered Auklet 	Aethia pygmaea 		1 	0
Crested Auklet 	Aethia cristatella 		4 	1
Rhinoceros Auklet 	Cerorhinca monocerata 		0 	0
Atlantic Puffin 	Fratercula arctica 		42 	0
Horned Puffin 	Fratercula corniculata 		1 	0
Tufted Puffin 	Fratercula cirrhata 		0 	0
White-crowned Pigeon 	Patagioenas leucocephala 		21 	28
Scaly-naped Pigeon 	Patagioenas squamosa 		14 	31
Scaled Pigeon 	Patagioenas speciosa 		109 	110
Picazuro Pigeon 	Patagioenas picazuro 		86 	192
Bare-eyed Pigeon 	Patagioenas corensis 		11 	0
Spot-winged Pigeon 	Patagioenas maculosa 		35 	18
Band-tailed Pigeon 	Patagioenas fasciata 		117 	147
Chilean Pigeon 	Patagioenas araucana 		18 	0
Pale-vented Pigeon 	Patagioenas cayennensis 		131 	220
Red-billed Pigeon 	Patagioenas flavirostris 		77 	194
Maranon Pigeon 	Patagioenas oenops 		2 	0
Plain Pigeon 	Patagioenas inornata 		8 	3
Plumbeous Pigeon 	Patagioenas plumbea 		320 	838
Ruddy Pigeon 	Patagioenas subvinacea 		213 	345
Short-billed Pigeon 	Patagioenas nigrirostris 		72 	104
Dusky Pigeon 	Patagioenas goodsoni 		35 	94
European Turtle Dove 	Streptopelia turtur 		236 	174
Oriental Turtle Dove 	Streptopelia orientalis 		78 	132
Eurasian Collared Dove 	Streptopelia decaocto 		571 	3283
African Collared Dove 	Streptopelia roseogrisea 		21 	16
Spotted Dove 	Spilopelia chinensis 		150 	290
Inca Dove 	Columbina inca 		103 	388
Scaled Dove 	Columbina squammata 		102 	257
Common Ground Dove 	Columbina passerina 		96 	333
Plain-breasted Ground Dove 	Columbina minuta 		38 	18
Ecuadorian Ground Dove 	Columbina buckleyi 		14 	4
Ruddy Ground Dove 	Columbina talpacoti 		94 	297
Picui Ground Dove 	Columbina picui 		43 	63
Croaking Ground Dove 	Columbina cruziana 		33 	27
Blue-eyed Ground Dove 	Columbina cyanopis 		11 	2
Blue Ground Dove 	Claravis pretiosa 		128 	122
Purple-winged Ground Dove 	Claravis geoffroyi 		0 	0
Maroon-chested Ground Dove 	Claravis mondetoura 		11 	2
Bare-faced Ground Dove 	Metriopelia ceciliae 		5 	1
Black-winged Ground Dove 	Metriopelia melanoptera 		14 	0
Golden-spotted Ground Dove 	Metriopelia aymara 		8 	2
Long-tailed Ground Dove 	Uropelia campestris 		6 	0
Sapphire Quail-Dove 	Geotrygon saphirina 		12 	4
Ruddy Quail-Dove 	Geotrygon montana 		116 	289
Violaceous Quail-Dove 	Geotrygon violacea 		9 	0
White-fronted Quail-Dove 	Geotrygon leucometopia 		1 	0
Key West Quail-Dove 	Geotrygon chrysia 		10 	0
Bridled Quail-Dove 	Geotrygon mystacea 		2 	0
Olive-backed Quail-Dove 	Leptotrygon veraguensis 		2 	0
White-tipped Dove 	Leptotila verreauxi 		357 	1773
Yungas Dove 	Leptotila megalura 		21 	43
Grey-fronted Dove 	Leptotila rufaxilla 		156 	571
Grey-headed Dove 	Leptotila plumbeiceps 		24 	14
Pallid Dove 	Leptotila pallida 		22 	122
Caribbean Dove 	Leptotila jamaicensis 		9 	13
Grey-chested Dove 	Leptotila cassinii 		28 	22
Ochre-bellied Dove 	Leptotila ochraceiventris 		12 	4
Tolima Dove 	Leptotila conoveri 		25 	0
Buff-fronted Quail-Dove 	Zentrygon costaricensis 		5 	0
Purplish-backed Quail-Dove 	Zentrygon lawrencii 		10 	2
White-faced Quail-Dove 	Zentrygon albifacies 		29 	25
White-throated Quail-Dove 	Zentrygon frenata 		62 	49
Lined Quail-Dove 	Zentrygon linearis 		36 	18
Russet-crowned Quail-Dove 	Zentrygon goldmani 		7 	2
Mourning Dove 	Zenaida macroura 		139 	1627
Socorro Dove 	Zenaida graysoni 		0 	0
Eared Dove 	Zenaida auriculata 		89 	37
Zenaida Dove 	Zenaida aurita 		13 	42
White-winged Dove 	Zenaida asiatica 		151 	2232
West Peruvian Dove 	Zenaida meloda 		44 	67
Hoatzin 	Opisthocomus hoazin 		93 	77
Guira Cuckoo 	Guira guira 		122 	52
Greater Ani 	Crotophaga major 		111 	53
Smooth-billed Ani 	Crotophaga ani 		253 	159
Groove-billed Ani 	Crotophaga sulcirostris 		113 	56
Striped Cuckoo 	Tapera naevia 		295 	214
Pheasant Cuckoo 	Dromococcyx phasianellus 		139 	18
Pavonine Cuckoo 	Dromococcyx pavoninus 		100 	28
Lesser Ground Cuckoo 	Morococcyx erythropygus 		45 	11
Greater Roadrunner 	Geococcyx californianus 		106 	54
Lesser Roadrunner 	Geococcyx velox 		14 	4
Rufous-vented Ground Cuckoo 	Neomorphus geoffroyi 		14 	1
Scaled Ground Cuckoo 	Neomorphus squamiger 		3 	0
Banded Ground Cuckoo 	Neomorphus radiolosus 		14 	2
Rufous-winged Ground Cuckoo 	Neomorphus rufipennis 		12 	0
Red-billed Ground Cuckoo 	Neomorphus pucheranii 		6 	0
Little Cuckoo 	Coccycua minuta 		81 	13
Dwarf Cuckoo 	Coccycua pumila 		4 	0
Ash-colored Cuckoo 	Coccycua cinerea 		8 	0
Squirrel Cuckoo 	Piaya cayana 		344 	160
Black-bellied Cuckoo 	Piaya melanogaster 		37 	9
Dark-billed Cuckoo 	Coccyzus melacoryphus 		63 	3
Yellow-billed Cuckoo 	Coccyzus americanus 		209 	152
Pearly-breasted Cuckoo 	Coccyzus euleri 		27 	3
Mangrove Cuckoo 	Coccyzus minor 		41 	11
Black-billed Cuckoo 	Coccyzus erythropthalmus 		59 	7
Grey-capped Cuckoo 	Coccyzus lansbergi 		8 	1
Bay-breasted Cuckoo 	Coccyzus rufigularis 		5 	0
Hispaniolan Lizard Cuckoo 	Coccyzus longirostris 		8 	3
Oriental Cuckoo 	Cuculus optatus 		120 	59
Common Cuckoo 	Cuculus canorus 		1038 	1937
Western Barn Owl 	Tyto alba 		378 	57
Ashy-faced Owl 	Tyto glaucops 		2 	0
Oriental Scops Owl 	Otus sunia 		62 	9
Flammulated Owl 	Psiloscops flammeolus 		108 	14
Eastern Screech Owl 	Megascops asio 		92 	11
Western Screech Owl 	Megascops kennicottii 		172 	41
Balsas Screech Owl 	Megascops seductus 		8 	3
Pacific Screech Owl 	Megascops cooperi 		28 	1
Whiskered Screech Owl 	Megascops trichopsis 		79 	21
Tropical Screech Owl 	Megascops choliba 		286 	21
West Peruvian Screech Owl 	Megascops roboratus 		49 	2
Koepcke's Screech Owl 	Megascops koepckeae 		57 	0
Bare-shanked Screech Owl 	Megascops clarkii 		21 	1
Bearded Screech Owl 	Megascops barbarus 		4 	0
Rufescent Screech Owl 	Megascops ingens 		76 	5
Cinnamon Screech Owl 	Megascops petersoni 		37 	1
Cloud-forest Screech Owl 	Megascops marshalli 		22 	0
Tawny-bellied Screech Owl 	Megascops watsonii 		166 	225
Middle American Screech Owl 	Megascops guatemalae 		25 	10
Vermiculated Screech Owl 	Megascops vermiculatus 		7 	0
Yungas Screech Owl 	Megascops hoyi 		23 	2
Black-capped Screech Owl 	Megascops atricapilla 		85 	2
Long-tufted Screech Owl 	Megascops sanctaecatarinae 		51 	1
Puerto Rican Screech Owl 	Megascops nudipes 		16 	3
White-throated Screech Owl 	Megascops albogularis 		75 	8
Snowy Owl 	Bubo scandiacus 		21 	0
Great Horned Owl 	Bubo virginianus 		330 	100
Spotted Owl 	Strix occidentalis 		126 	14
Barred Owl 	Strix varia 		139 	17
Cinereous Owl 	Strix sartorii 		8 	0
Fulvous Owl 	Strix fulvescens 		33 	1
Rusty-barred Owl 	Strix hylophila 		73 	1
Chaco Owl 	Strix chacoensis 		13 	0
Rufous-legged Owl 	Strix rufipes 		34 	0
Great Grey Owl 	Strix nebulosa 		53 	3
Mottled Owl 	Strix virgata 		294 	61
Rufous-banded Owl 	Strix albitarsis 		141 	8
Black-and-white Owl 	Strix nigrolineata 		40 	3
Black-banded Owl 	Strix huhula 		147 	27
Crested Owl 	Lophostrix cristata 		85 	33
Spectacled Owl 	Pulsatrix perspicillata 		146 	17
Tawny-browed Owl 	Pulsatrix koeniswaldiana 		94 	6
Band-bellied Owl 	Pulsatrix melanota 		70 	5
Northern Hawk-Owl 	Surnia ulula 		50 	1
Northern Pygmy Owl 	Glaucidium californicum 		172 	24
Mountain Pygmy Owl 	Glaucidium gnoma 		74 	17
Costa Rican Pygmy Owl 	Glaucidium costaricanum 		19 	1
Andean Pygmy Owl 	Glaucidium jardinii 		64 	8
Cloud-forest Pygmy Owl 	Glaucidium nubicola 		31 	2
Yungas Pygmy Owl 	Glaucidium bolivianum 		32 	7
Colima Pygmy Owl 	Glaucidium palmarum 		29 	70
Tamaulipas Pygmy Owl 	Glaucidium sanchezi 		13 	1
Central American Pygmy Owl 	Glaucidium griseiceps 		39 	3
Subtropical Pygmy Owl 	Glaucidium parkeri 		12 	1
Amazonian Pygmy Owl 	Glaucidium hardyi 		83 	112
East Brazilian Pygmy Owl 	Glaucidium minutissimum 		56 	6
Ferruginous Pygmy Owl 	Glaucidium brasilianum 		383 	339
Pacific Pygmy Owl 	Glaucidium peruanum 		66 	42
Austral Pygmy Owl 	Glaucidium nana 		50 	1
Long-whiskered Owlet 	Xenoglaux loweryi 		31 	1
Elf Owl 	Micrathene whitneyi 		65 	21
Burrowing Owl 	Athene cunicularia 		135 	5
Boreal Owl 	Aegolius funereus 		308 	29
Northern Saw-whet Owl 	Aegolius acadicus 		233 	8
Unspotted Saw-whet Owl 	Aegolius ridgwayi 		21 	0
Buff-fronted Owl 	Aegolius harrisii 		70 	2
Northern Boobook 	Ninox japonica 		50 	3
