Common name 	Scientific name 	Status 	No. 	No. Back
Silver Oriole 	Oriolus mellianus 		1 	0
Black Drongo 	Dicrurus macrocercus 		98 	18
Ashy Drongo 	Dicrurus leucophaeus 		134 	20
White-bellied Drongo 	Dicrurus caerulescens 		35 	0
Crow-billed Drongo 	Dicrurus annectens 		14 	2
Bronzed Drongo 	Dicrurus aeneus 		124 	12
Lesser Racket-tailed Drongo 	Dicrurus remifer 		71 	16
Balicassiao 	Dicrurus balicassius 		28 	1
Hair-crested Drongo 	Dicrurus hottentottus 		111 	28
Tablas Drongo 	Dicrurus menagei 		3 	0
Sumatran Drongo 	Dicrurus sumatranus 		23 	1
Wallacean Drongo 	Dicrurus densus 		46 	7
Sulawesi Drongo 	Dicrurus montanus 		18 	2
Spangled Drongo 	Dicrurus bracteatus 		193 	89
Andaman Drongo 	Dicrurus andamanensis 		17 	2
Greater Racket-tailed Drongo 	Dicrurus paradiseus 		310 	71
Sri Lanka Drongo 	Dicrurus lophorinus 		8 	2
Mindanao Blue Fantail 	Rhipidura superciliaris 		8 	0
Blue-headed Fantail 	Rhipidura cyaniceps 		4 	0
White-throated Fantail 	Rhipidura albicollis 		85 	40
White-spotted Fantail 	Rhipidura albogularis 		20 	3
White-bellied Fantail 	Rhipidura euryura 		5 	0
White-browed Fantail 	Rhipidura aureola 		39 	3
Malaysian Pied Fantail 	Rhipidura javanica 		75 	24
Spotted Fantail 	Rhipidura perlata 		25 	8
Willie Wagtail 	Rhipidura leucophrys 		80 	90
Brown-capped Fantail 	Rhipidura diluta 		7 	0
Cinnamon-tailed Fantail 	Rhipidura fuscorufa 		8 	5
Northern Fantail 	Rhipidura rufiventris 		75 	28
Sooty Thicket Fantail 	Rhipidura threnothorax 		26 	3
Black Thicket Fantail 	Rhipidura maculipectus 		25 	16
White-bellied Thicket Fantail 	Rhipidura leucothorax 		35 	6
Black Fantail 	Rhipidura atra 		13 	1
Chestnut-bellied Fantail 	Rhipidura hyperythra 		7 	2
Friendly Fantail 	Rhipidura albolimbata 		13 	7
Mangrove Fantail 	Rhipidura phasiana 		3 	5
Rufous-tailed Fantail 	Rhipidura phoenicura 		10 	0
Black-and-cinnamon Fantail 	Rhipidura nigrocinnamomea 		9 	1
Dimorphic Fantail 	Rhipidura brachyrhyncha 		18 	4
Streak-breasted Fantail 	Rhipidura dedemi 		15 	0
Tawny-backed Fantail 	Rhipidura superflua 		4 	0
Sulawesi Fantail 	Rhipidura teysmanni 		23 	0
Long-tailed Fantail 	Rhipidura opistherythra 		9 	0
Rufous-backed Fantail 	Rhipidura rufidorsa 		14 	13
Rufous Fantail 	Rhipidura rufifrons 		52 	50
Arafura Fantail 	Rhipidura dryas 		38 	1
Drongo Fantail 	Chaetorhynchus papuensis 		9 	0
Black-naped Monarch 	Hypothymis azurea 		184 	59
Short-crested Monarch 	Hypothymis helenae 		8 	0
Celestial Monarch 	Hypothymis coelestis 		4 	0
Cerulean Paradise Flycatcher 	Eutrichomyias rowleyi 		4 	0
African Paradise Flycatcher 	Terpsiphone viridis 		136 	57
Indian Paradise Flycatcher 	Terpsiphone paradisi 		31 	4
Japanese Paradise Flycatcher 	Terpsiphone atrocaudata 		156 	27
Blue Paradise Flycatcher 	Terpsiphone cyanescens 		10 	0
Rufous Paradise Flycatcher 	Terpsiphone cinnamomea 		23 	1
Black Monarch 	Symposiachrus axillaris 		8 	0
Spot-winged Monarch 	Symposiachrus guttula 		9 	1
Black-bibbed Monarch 	Symposiachrus mundus 		18 	1
Flores Monarch 	Symposiachrus sacerdotum 		11 	1
Black-chinned Monarch 	Symposiachrus boanensis 		3 	0
Spectacled Monarch 	Symposiachrus trivirgatus 		30 	29
Moluccan Monarch 	Symposiachrus bimaculatus 		15 	2
White-tailed Monarch 	Symposiachrus leucurus 		14 	0
White-tipped Monarch 	Symposiachrus everetti 		5 	3
Black-tipped Monarch 	Symposiachrus loricatus 		1 	0
Kofiau Monarch 	Symposiachrus julianae 		0 	0
Biak Monarch 	Symposiachrus brehmii 		7 	1
Hooded Monarch 	Symposiachrus manadensis 		9 	2
Rufous Monarch 	Monarcha rubiensis 		0 	0
Island Monarch 	Monarcha cinerascens 		10 	6
Black-faced Monarch 	Monarcha melanopsis 		26 	15
Black-winged Monarch 	Monarcha frater 		3 	0
White-naped Monarch 	Carterornis pileatus 		23 	2
Golden Monarch 	Carterornis chrysomela 		16 	3
Ochre-collared Monarch 	Arses insularis 		8 	2
Frilled Monarch 	Arses telescopthalmus 		19 	2
Magpie-lark 	Grallina cyanoleuca 		29 	60
Torrent-lark 	Grallina bruijnii 		3 	0
Moluccan Flycatcher 	Myiagra galeata 		25 	7
Biak Black Flycatcher 	Myiagra atra 		14 	0
Leaden Flycatcher 	Myiagra rubecula 		46 	23
Broad-billed Flycatcher 	Myiagra ruficollis 		28 	6
Satin Flycatcher 	Myiagra cyanoleuca 		6 	2
Shining Flycatcher 	Myiagra alecto 		64 	13
Paperbark Flycatcher 	Myiagra nana 		9 	3
Crested Jay 	Platylophus galericulatus 		51 	3
Black Magpie 	Platysmurus leucopterus 		88 	9
Siberian Jay 	Perisoreus infaustus 		125 	2
Sichuan Jay 	Perisoreus internigrans 		6 	0
Eurasian Jay 	Garrulus glandarius 		1167 	1143
Black-headed Jay 	Garrulus lanceolatus 		19 	0
Lidth's Jay 	Garrulus lidthi 		34 	0
Azure-winged Magpie 	Cyanopica cyanus 		37 	10
Sri Lanka Blue Magpie 	Urocissa ornata 		10 	0
Taiwan Blue Magpie 	Urocissa caerulea 		9 	2
Yellow-billed Blue Magpie 	Urocissa flavirostris 		34 	3
Red-billed Blue Magpie 	Urocissa erythroryncha 		53 	7
White-winged Magpie 	Urocissa whiteheadi 		13 	0
Common Green Magpie 	Cissa chinensis 		83 	5
Indochinese Green Magpie 	Cissa hypoleuca 		26 	0
Javan Green Magpie 	Cissa thalassina 		3 	0
Bornean Green Magpie 	Cissa jefferyi 		29 	2
Rufous Treepie 	Dendrocitta vagabunda 		134 	21
Sumatran Treepie 	Dendrocitta occipitalis 		10 	0
Bornean Treepie 	Dendrocitta cinerascens 		42 	8
Grey Treepie 	Dendrocitta formosae 		82 	42
White-bellied Treepie 	Dendrocitta leucogastra 		19 	2
Collared Treepie 	Dendrocitta frontalis 		8 	0
Andaman Treepie 	Dendrocitta bayleii 		7 	0
Racket-tailed Treepie 	Crypsirina temia 		38 	2
Hooded Treepie 	Crypsirina cucullata 		2 	0
Ratchet-tailed Treepie 	Temnurus temnurus 		22 	0
Eurasian Magpie 	Pica pica 		662 	1114
Henderson's Ground Jay 	Podoces hendersoni 		16 	0
Biddulph's Ground Jay 	Podoces biddulphi 		9 	0
Pander's Ground Jay 	Podoces panderi 		3 	0
Pleske's Ground Jay 	Podoces pleskei 		14 	1
Spotted Nutcracker 	Nucifraga caryocatactes 		225 	59
Red-billed Chough 	Pyrrhocorax pyrrhocorax 		184 	190
Alpine Chough 	Pyrrhocorax graculus 		90 	13
Western Jackdaw 	Coloeus monedula 		477 	1335
Daurian Jackdaw 	Coloeus dauuricus 		27 	6
House Crow 	Corvus splendens 		127 	280
Banggai Crow 	Corvus unicolor 		15 	2
Slender-billed Crow 	Corvus enca 		96 	17
Violet Crow 	Corvus violaceus 		6 	0
Piping Crow 	Corvus typicus 		19 	0
Flores Crow 	Corvus florensis 		21 	0
Long-billed Crow 	Corvus validus 		22 	12
Brown-headed Crow 	Corvus fuscicapillus 		10 	2
Grey Crow 	Corvus tristis 		19 	9
Rook 	Corvus frugilegus 		433 	1060
Carrion Crow 	Corvus corone 		1026 	6564
Hooded Crow 	Corvus cornix 		474 	879
Collared Crow 	Corvus torquatus 		3 	0
Large-billed Crow 	Corvus macrorhynchos 		247 	996
Eastern Jungle Crow 	Corvus levaillantii 		12 	4
Indian Jungle Crow 	Corvus culminatus 		36 	29
Torresian Crow 	Corvus orru 		69 	192
Brown-necked Raven 	Corvus ruficollis 		25 	9
Northern Raven 	Corvus corax 		1286 	1167
Fan-tailed Raven 	Corvus rhipidurus 		29 	12
Lesser Melampitta 	Melampitta lugubris 		34 	3
Greater Melampitta 	Megalampitta gigantea 		10 	0
Blue-capped Ifrit 	Ifrita kowaldi 		13 	1
Paradise-crow 	Lycocorax pyrrhopterus 		49 	17
Glossy-mantled Manucode 	Manucodia ater 		16 	11
Jobi Manucode 	Manucodia jobiensis 		0 	0
Crinkle-collared Manucode 	Manucodia chalybatus 		2 	0
Curl-crested Manucode 	Manucodia comrii 		3 	1
Trumpet Manucode 	Phonygammus keraudrenii 		33 	13
Long-tailed Paradigalla 	Paradigalla carunculata 		2 	0
Short-tailed Paradigalla 	Paradigalla brevicauda 		0 	0
Arfak Astrapia 	Astrapia nigra 		2 	0
Splendid Astrapia 	Astrapia splendidissima 		9 	0
Ribbon-tailed Astrapia 	Astrapia mayeri 		3 	1
Princess Stephanie's Astrapia 	Astrapia stephaniae 		8 	0
Huon Astrapia 	Astrapia rothschildi 		2 	0
Western Parotia 	Parotia sefilata 		17 	4
Queen Carola's Parotia 	Parotia carolae 		1 	1
Bronze Parotia 	Parotia berlepschi 		0 	0
Lawes's Parotia 	Parotia lawesii 		3 	0
Eastern Parotia 	Parotia helenae 		0 	0
Wahnes's Parotia 	Parotia wahnesi 		2 	0
King of Saxony Bird-of-paradise 	Pteridophora alberti 		27 	4
Greater Lophorina 	Lophorina superba 		22 	3
Paradise Riflebird 	Ptiloris paradiseus 		9 	2
Victoria's Riflebird 	Ptiloris victoriae 		25 	17
Magnificent Riflebird 	Ptiloris magnificus 		27 	46
Growling Riflebird 	Ptiloris intercedens 		13 	3
Black Sicklebill 	Epimachus fastosus 		23 	4
Brown Sicklebill 	Epimachus meyeri 		14 	13
Black-billed Sicklebill 	Drepanornis albertisi 		8 	0
Pale-billed Sicklebill 	Drepanornis bruijnii 		15 	1
Magnificent Bird-of-paradise 	Diphyllodes magnificus 		32 	7
Wilson's Bird-of-paradise 	Diphyllodes respublica 		33 	2
King Bird-of-paradise 	Cicinnurus regius 		24 	5
Standardwing 	Semioptera wallacii 		30 	12
Twelve-wired Bird-of-paradise 	Seleucidis melanoleucus 		21 	1
Greater Bird-of-paradise 	Paradisaea apoda 		12 	4
Raggiana Bird-of-paradise 	Paradisaea raggiana 		10 	6
Lesser Bird-of-paradise 	Paradisaea minor 		38 	22
Goldie's Bird-of-paradise 	Paradisaea decora 		2 	0
Red Bird-of-paradise 	Paradisaea rubra 		29 	7
Emperor Bird-of-paradise 	Paradisaea guilielmi 		2 	0
Blue Bird-of-paradise 	Paradisaea rudolphi 		8 	1
Ashy Robin 	Heteromyias albispecularis 		20 	1
Grey-headed Robin 	Heteromyias cinereifrons 		48 	40
Black-chinned Robin 	Poecilodryas brachyura 		3 	1
Black-sided Robin 	Poecilodryas hypoleuca 		42 	11
Banded Yellow Robin 	Poecilodryas placens 		9 	0
Black-throated Robin 	Poecilodryas albonotata 		15 	1
White-winged Robin 	Peneothello sigillata 		16 	0
Smoky Robin 	Peneothello cryptoleuca 		9 	0
Slaty Robin 	Peneothello cyanus 		29 	0
White-rumped Robin 	Peneothello bimaculata 		8 	0
Mangrove Robin 	Peneoenanthe pulverulenta 		11 	1
White-faced Robin 	Tregellasia leucops 		9 	1
White-eyed Robin 	Pachycephalopsis poliosoma 		0 	0
Torrent Flyrobin 	Monachella muelleriana 		3 	0
Canary Flyrobin 	Microeca papuana 		12 	2
Yellow-legged Flyrobin 	Microeca griseoceps 		3 	0
Olive Flyrobin 	Microeca flavovirescens 		14 	0
Lemon-bellied Flyrobin 	Microeca flavigaster 		27 	13
Yellow-bellied Flyrobin 	Microeca flaviventris 		3 	0
Golden-bellied Flyrobin 	Microeca hemixantha 		4 	0
Jacky Winter 	Microeca fascinans 		16 	16
Garnet Robin 	Eugerygone rubra 		10 	0
Snow Mountain Robin 	Petroica archboldi 		4 	0
Mountain Robin 	Petroica bivittata 		7 	14
Northern Scrub Robin 	Drymodes superciliaris 		5 	0
Southern Scrub Robin 	Drymodes brunneopygia 		24 	1
Greater Ground Robin 	Amalocichla sclateriana 		11 	0
Lesser Ground Robin 	Amalocichla incerta 		29 	7
Rail-babbler 	Eupetes macrocerus 		32 	3
Bohemian Waxwing 	Bombycilla garrulus 		226 	36
Japanese Waxwing 	Bombycilla japonica 		32 	7
Grey Hypocolius 	Hypocolius ampelinus 		30 	0
Hylocitrea 	Hylocitrea bonensis 		4 	0
Yellow-bellied Fantail 	Chelidorhynx hypoxanthus 		29 	2
Grey-headed Canary-flycatcher 	Culicicapa ceylonensis 		191 	63
Citrine Canary-flycatcher 	Culicicapa helianthea 		24 	1
Fire-capped Tit 	Cephalopyrus flammiceps 		6 	0
Yellow-browed Tit 	Sylviparus modestus 		11 	1
Sultan Tit 	Melanochlora sultanea 		65 	3
Rufous-naped Tit 	Periparus rufonuchalis 		17 	1
Rufous-vented Tit 	Periparus rubidiventris 		31 	3
Coal Tit 	Periparus ater 		1562 	1678
Yellow-bellied Tit 	Pardaliparus venustulus 		26 	5
Elegant Tit 	Pardaliparus elegans 		25 	2
Palawan Tit 	Pardaliparus amabilis 		15 	0
European Crested Tit 	Lophophanes cristatus 		569 	1023
Grey Crested Tit 	Lophophanes dichrous 		19 	1
Varied Tit 	Sittiparus varius 		136 	271
White-fronted Tit 	Sittiparus semilarvatus 		3 	0
White-browed Tit 	Poecile superciliosus 		6 	0
Sombre Tit 	Poecile lugubris 		34 	2
Pere David's Tit 	Poecile davidi 		4 	0
Marsh Tit 	Poecile palustris 		844 	462
Black-bibbed Tit 	Poecile hypermelaenus 		7 	0
Willow Tit 	Poecile montanus 		818 	496
Sichuan Tit 	Poecile weigoldicus 		17 	0
Grey-headed Chickadee 	Poecile cinctus 		35 	5
Eurasian Blue Tit 	Cyanistes caeruleus 		2835 	5485
Azure Tit 	Cyanistes cyanus 		80 	2
Ground Tit 	Pseudopodoces humilis 		15 	1
Great Tit 	Parus major 		5269 	7496
Japanese Tit 	Parus minor 		251 	545
Cinereous Tit 	Parus cinereus 		102 	20
Green-backed Tit 	Parus monticolus 		86 	28
White-naped Tit 	Machlolophus nuchalis 		18 	1
Yellow Tit 	Machlolophus holsti 		10 	1
Himalayan Black-lored Tit 	Machlolophus xanthogenys 		17 	1
Indian Black-lored Tit 	Machlolophus aplonotus 		18 	0
Yellow-cheeked Tit 	Machlolophus spilonotus 		45 	6
Eurasian Penduline Tit 	Remiz pendulinus 		198 	75
Black-headed Penduline Tit 	Remiz macronyx 		8 	0
White-crowned Penduline Tit 	Remiz coronatus 		44 	3
Chinese Penduline Tit 	Remiz consobrinus 		25 	8
Bearded Reedling 	Panurus biarmicus 		174 	52
Greater Hoopoe-Lark 	Alaemon alaudipes 		35 	3
Thick-billed Lark 	Ramphocoris clotbey 		5 	0
Desert Lark 	Ammomanes deserti 		35 	3
Bar-tailed Lark 	Ammomanes cinctura 		21 	2
Rufous-tailed Lark 	Ammomanes phoenicura 		12 	1
Black-crowned Sparrow-Lark 	Eremopterix nigriceps 		20 	5
Ashy-crowned Sparrow-Lark 	Eremopterix griseus 		14 	0
Horsfield's Bush Lark 	Mirafra javanica 		28 	2
Singing Bush Lark 	Mirafra cantillans 		14 	7
Burmese Bush Lark 	Mirafra microptera 		10 	0
Bengal Bush Lark 	Mirafra assamica 		9 	0
Indochinese Bush Lark 	Mirafra erythrocephala 		28 	0
Indian Bush Lark 	Mirafra erythroptera 		17 	0
Jerdon's Bush Lark 	Mirafra affinis 		33 	0
Woodlark 	Lullula arborea 		565 	604
White-winged Lark 	Alauda leucoptera 		20 	2
Oriental Skylark 	Alauda gulgula 		117 	24
Eurasian Skylark 	Alauda arvensis 		1356 	4609
Sykes's Lark 	Galerida deva 		11 	4
Crested Lark 	Galerida cristata 		327 	819
Malabar Lark 	Galerida malabarica 		10 	0
Horned Lark 	Eremophila alpestris 		297 	194
Temminck's Lark 	Eremophila bilopha 		7 	0
Hume's Short-toed Lark 	Calandrella acutirostris 		18 	1
Red-capped Lark 	Calandrella cinerea 		55 	7
Greater Short-toed Lark 	Calandrella brachydactyla 		136 	109
Bimaculated Lark 	Melanocorypha bimaculata 		18 	6
Calandra Lark 	Melanocorypha calandra 		148 	280
Black Lark 	Melanocorypha yeltoniensis 		11 	2
Mongolian Lark 	Melanocorypha mongolica 		33 	0
Tibetan Lark 	Melanocorypha maxima 		16 	0
Dunn's Lark 	Eremalauda dunni 		4 	0
Asian Short-toed Lark 	Alaudala cheleensis 		57 	5
Lesser Short-toed Lark 	Alaudala rufescens 		98 	152
Sand Lark 	Alaudala raytal 		13 	0
Bare-faced Bulbul 	Nok hualon 		3 	0
Crested Finchbill 	Spizixos canifrons 		18 	13
Collared Finchbill 	Spizixos semitorques 		20 	8
Straw-headed Bulbul 	Pycnonotus zeylanicus 		41 	6
Striated Bulbul 	Pycnonotus striatus 		32 	5
Cream-striped Bulbul 	Pycnonotus leucogrammicus 		5 	0
Spot-necked Bulbul 	Pycnonotus tympanistrigus 		4 	0
Black-and-white Bulbul 	Pycnonotus melanoleucos 		9 	1
Grey-headed Bulbul 	Pycnonotus priocephalus 		20 	3
Black-headed Bulbul 	Pycnonotus atriceps 		79 	21
Andaman Bulbul 	Pycnonotus fuscoflavescens 		10 	11
Black-capped Bulbul 	Pycnonotus melanicterus 		6 	1
Black-crested Bulbul 	Pycnonotus flaviventris 		101 	45
Ruby-throated Bulbul 	Pycnonotus dispar 		8 	0
Flame-throated Bulbul 	Pycnonotus gularis 		28 	0
Bornean Bulbul 	Pycnonotus montis 		8 	0
Scaly-breasted Bulbul 	Pycnonotus squamatus 		11 	0
Grey-bellied Bulbul 	Pycnonotus cyaniventris 		12 	0
Red-whiskered Bulbul 	Pycnonotus jocosus 		157 	355
Brown-breasted Bulbul 	Pycnonotus xanthorrhous 		12 	0
Light-vented Bulbul 	Pycnonotus sinensis 		107 	275
Styan's Bulbul 	Pycnonotus taivanus 		11 	22
Himalayan Bulbul 	Pycnonotus leucogenys 		32 	19
White-eared Bulbul 	Pycnonotus leucotis 		43 	87
Red-vented Bulbul 	Pycnonotus cafer 		111 	119
Sooty-headed Bulbul 	Pycnonotus aurigaster 		59 	31
White-spectacled Bulbul 	Pycnonotus xanthopygos 		49 	59
Common Bulbul 	Pycnonotus barbatus 		162 	402
Puff-backed Bulbul 	Pycnonotus eutilotus 		34 	3
Blue-wattled Bulbul 	Pycnonotus nieuwenhuisii 		0 	0
Yellow-wattled Bulbul 	Pycnonotus urostictus 		20 	1
Orange-spotted Bulbul 	Pycnonotus bimaculatus 		13 	4
Stripe-throated Bulbul 	Pycnonotus finlaysoni 		49 	6
Yellow-throated Bulbul 	Pycnonotus xantholaemus 		13 	0
Yellow-eared Bulbul 	Pycnonotus penicillatus 		10 	2
Flavescent Bulbul 	Pycnonotus flavescens 		29 	4
Yellow-vented Bulbul 	Pycnonotus goiavier 		79 	116
White-browed Bulbul 	Pycnonotus luteolus 		57 	15
Olive-winged Bulbul 	Pycnonotus plumosus 		40 	14
Ashy-fronted Bulbul 	Pycnonotus cinereifrons 		3 	0
Ayeyarwady Bulbul 	Pycnonotus blanfordi 		3 	3
Cream-vented Bulbul 	Pycnonotus simplex 		27 	6
Asian Red-eyed Bulbul 	Pycnonotus brunneus 		20 	6
Spectacled Bulbul 	Pycnonotus erythropthalmos 		76 	21
Finsch's Bulbul 	Alophoixus finschii 		12 	1
White-throated Bulbul 	Alophoixus flaveolus 		29 	7
Puff-throated Bulbul 	Alophoixus pallidus 		40 	5
Ochraceous Bulbul 	Alophoixus ochraceus 		50 	8
Grey-cheeked Bulbul 	Alophoixus bres 		83 	5
Palawan Bulbul 	Alophoixus frater 		6 	0
Yellow-bellied Bulbul 	Alophoixus phaeocephalus 		55 	8
Yellow-browed Bulbul 	Acritillas indica 		44 	6
Hook-billed Bulbul 	Setornis criniger 		5 	0
Hairy-backed Bulbul 	Tricholestes criniger 		27 	2
Olive Bulbul 	Iole viridescens 		46 	1
Grey-eyed Bulbul 	Iole propinqua 		36 	9
Buff-vented Bulbul 	Iole crypta 		24 	4
Sulphur-bellied Bulbul 	Iole palawanensis 		0 	0
Nicobar Bulbul 	Ixos nicobariensis 		0 	0
Mountain Bulbul 	Ixos mcclellandii 		57 	2
Streaked Bulbul 	Ixos malaccensis 		32 	1
Sunda Bulbul 	Ixos virescens 		9 	0
Seram Golden Bulbul 	Thapsinillas affinis 		4 	0
Northern Golden Bulbul 	Thapsinillas longirostris 		30 	13
Buru Golden Bulbul 	Thapsinillas mysticalis 		3 	0
Ashy Bulbul 	Hemixos flavala 		40 	6
Cinereous Bulbul 	Hemixos cinereus 		19 	4
Chestnut Bulbul 	Hemixos castanonotus 		29 	9
Black Bulbul 	Hypsipetes leucocephalus 		109 	99
Square-tailed Bulbul 	Hypsipetes ganeesa 		48 	5
Philippine Bulbul 	Hypsipetes philippinus 		34 	15
Mindoro Bulbul 	Hypsipetes mindorensis 		9 	1
Visayan Bulbul 	Hypsipetes guimarasensis 		21 	3
Zamboanga Bulbul 	Hypsipetes rufigularis 		6 	0
Streak-breasted Bulbul 	Hypsipetes siquijorensis 		19 	1
Yellowish Bulbul 	Hypsipetes everetti 		15 	2
Brown-eared Bulbul 	Hypsipetes amaurotis 		140 	1162
White-headed Bulbul 	Cerasophila thompsoni 		1 	0
White-eyed River Martin 	Pseudochelidon sirintarae 		0 	0
Brown-throated Martin 	Riparia paludicola 		13 	0
Grey-throated Martin 	Riparia chinensis 		5 	0
Sand Martin 	Riparia riparia 		195 	84
Pale Martin 	Riparia diluta 		23 	1
Banded Martin 	Riparia cincta 		13 	0
Tree Swallow 	Tachycineta bicolor 		122 	106
Barn Swallow 	Hirundo rustica 		1112 	920
Pacific Swallow 	Hirundo tahitica 		43 	3
Hill Swallow 	Hirundo domicola 		3 	0
Welcome Swallow 	Hirundo neoxena 		21 	14
Wire-tailed Swallow 	Hirundo smithii 		17 	1
Eurasian Crag Martin 	Ptyonoprogne rupestris 		87 	45
Pale Crag Martin 	Ptyonoprogne obsoleta 		5 	2
Rock Martin 	Ptyonoprogne fuligula 		20 	0
Dusky Crag Martin 	Ptyonoprogne concolor 		14 	0
Common House Martin 	Delichon urbicum 		387 	457
Asian House Martin 	Delichon dasypus 		41 	13
Nepal House Martin 	Delichon nipalense 		6 	0
Red-rumped Swallow 	Cecropis daurica 		222 	126
Sri Lanka Swallow 	Cecropis hyperythra 		8 	0
Striated Swallow 	Cecropis striolata 		12 	7
Rufous-bellied Swallow 	Cecropis badia 		10 	0
Streak-throated Swallow 	Petrochelidon fluvicola 		16 	2
Fairy Martin 	Petrochelidon ariel 		9 	3
Tree Martin 	Petrochelidon nigricans 		15 	6
American Cliff Swallow 	Petrochelidon pyrrhonota 		93 	56
Scaly-breasted Cupwing 	Pnoepyga albiventer 		53 	1
Taiwan Cupwing 	Pnoepyga formosana 		13 	11
Nepal Cupwing 	Pnoepyga immaculata 		9 	1
Pygmy Cupwing 	Pnoepyga pusilla 		192 	20
Yellow-bellied Warbler 	Abroscopus superciliaris 		70 	25
Rufous-faced Warbler 	Abroscopus albogularis 		44 	41
Black-faced Warbler 	Abroscopus schisticeps 		11 	0
Mountain Tailorbird 	Phyllergates cucullatus 		216 	32
Rufous-headed Tailorbird 	Phyllergates heterolaemus 		19 	2
Broad-billed Warbler 	Tickellia hodgsoni 		15 	0
Philippine Bush Warbler 	Horornis seebohmi 		13 	2
Japanese Bush Warbler 	Horornis diphone 		133 	227
Tanimbar Bush Warbler 	Horornis carolinae 		12 	2
Brown-flanked Bush Warbler 	Horornis fortipes 		122 	79
Hume's Bush Warbler 	Horornis brunnescens 		29 	0
Yellow-bellied Bush Warbler 	Horornis acanthizoides 		44 	42
Sunda Bush Warbler 	Horornis vulcanius 		92 	17
Aberrant Bush Warbler 	Horornis flavolivaceus 		48 	9
Grey-bellied Tesia 	Tesia cyaniventer 		84 	8
Slaty-bellied Tesia 	Tesia olivea 		60 	0
Russet-capped Tesia 	Tesia everetti 		27 	0
Javan Tesia 	Tesia superciliaris 		39 	5
Cetti's Warbler 	Cettia cetti 		907 	1278
Chestnut-crowned Bush Warbler 	Cettia major 		13 	0
Grey-sided Bush Warbler 	Cettia brunnifrons 		50 	1
Chestnut-headed Tesia 	Cettia castaneocoronata 		69 	1
Asian Stubtail 	Urosphena squameiceps 		183 	190
Bornean Stubtail 	Urosphena whiteheadi 		23 	3
Timor Stubtail 	Urosphena subulata 		26 	12
Pale-footed Bush Warbler 	Urosphena pallidipes 		21 	2
Streaked Scrub Warbler 	Scotocerca inquieta 		35 	4
Long-tailed Tit 	Aegithalos caudatus 		1039 	1618
Silver-throated Bushtit 	Aegithalos glaucogularis 		4 	1
White-cheeked Bushtit 	Aegithalos leucogenys 		0 	0
Black-throated Bushtit 	Aegithalos concinnus 		56 	16
White-throated Bushtit 	Aegithalos niveogularis 		7 	0
Rufous-fronted Bushtit 	Aegithalos iouschistos 		7 	1
Black-browed Bushtit 	Aegithalos bonvaloti 		6 	0
Burmese Bushtit 	Aegithalos sharpei 		7 	0
Sooty Bushtit 	Aegithalos fuliginosus 		3 	0
Pygmy Bushtit 	Aegithalos exilis 		8 	0
White-browed Tit-warbler 	Leptopoecile sophiae 		11 	1
Crested Tit-warbler 	Leptopoecile elegans 		2 	0
Wood Warbler 	Phylloscopus sibilatrix 		679 	315
Eastern Bonelli's Warbler 	Phylloscopus orientalis 		41 	9
Buff-barred Warbler 	Phylloscopus pulcher 		51 	15
Ashy-throated Warbler 	Phylloscopus maculipennis 		61 	10
Hume's Leaf Warbler 	Phylloscopus humei 		319 	111
Yellow-browed Warbler 	Phylloscopus inornatus 		436 	112
Brooks's Leaf Warbler 	Phylloscopus subviridis 		9 	0
Chinese Leaf Warbler 	Phylloscopus yunnanensis 		43 	7
Lemon-rumped Warbler 	Phylloscopus chloronotus 		23 	9
Sichuan Leaf Warbler 	Phylloscopus forresti 		38 	6
Gansu Leaf Warbler 	Phylloscopus kansuensis 		29 	4
Pallas's Leaf Warbler 	Phylloscopus proregulus 		162 	76
Tytler's Leaf Warbler 	Phylloscopus tytleri 		13 	0
Yellow-streaked Warbler 	Phylloscopus armandii 		54 	5
Radde's Warbler 	Phylloscopus schwarzi 		86 	15
Sulphur-bellied Warbler 	Phylloscopus griseolus 		29 	6
Tickell's Leaf Warbler 	Phylloscopus affinis 		15 	9
Alpine Leaf Warbler 	Phylloscopus occisinensis 		26 	3
Smoky Warbler 	Phylloscopus fuligiventer 		14 	0
Dusky Warbler 	Phylloscopus fuscatus 		431 	62
Plain Leaf Warbler 	Phylloscopus neglectus 		27 	2
Buff-throated Warbler 	Phylloscopus subaffinis 		19 	0
Willow Warbler 	Phylloscopus trochilus 		2953 	2905
Mountain Chiffchaff 	Phylloscopus sindianus 		40 	6
Common Chiffchaff 	Phylloscopus collybita 		3609 	4871
Eastern Crowned Warbler 	Phylloscopus coronatus 		184 	538
Ijima's Leaf Warbler 	Phylloscopus ijimae 		26 	6
Philippine Leaf Warbler 	Phylloscopus olivaceus 		9 	0
Lemon-throated Leaf Warbler 	Phylloscopus cebuensis 		4 	0
Brown Woodland Warbler 	Phylloscopus umbrovirens 		45 	17
White-spectacled Warbler 	Phylloscopus intermedius 		50 	5
Grey-cheeked Warbler 	Phylloscopus poliogenys 		42 	0
Green-crowned Warbler 	Phylloscopus burkii 		10 	0
Grey-crowned Warbler 	Phylloscopus tephrocephalus 		48 	12
Whistler's Warbler 	Phylloscopus whistleri 		43 	2
Bianchi's Warbler 	Phylloscopus valentini 		42 	10
Alström's Warbler 	Phylloscopus soror 		18 	0
Martens's Warbler 	Phylloscopus omeiensis 		50 	1
Green Warbler 	Phylloscopus nitidus 		106 	34
Two-barred Warbler 	Phylloscopus plumbeitarsus 		139 	12
